subject.no,group,condition,question.no,question.type,est1,est2,conf1,conf2,true.values,log.true.values,log.tr.est1,log.tr.est2,tr.est1,tr.est2,log.change.est,abs.log.change.est
34691,1,G,7,unbounded,40,48,1,2,43,3.761200116,0.019228081,0.029246222,0.069767442,0.11627907,-0.182321557,0.182321557
27503,1,G,7,unbounded,72,84,2,2,43,3.761200116,0.137048279,0.178032719,0.674418605,0.953488372,-0.15415068,0.15415068
29077,1,G,7,unbounded,60,70,2,2,43,3.761200116,0.088573975,0.129558415,0.395348837,0.627906977,-0.15415068,0.15415068
26671,1,G,7,unbounded,30,40,1,1,43,3.761200116,0.095714858,0.019228081,0.302325581,0.069767442,-0.287682072,0.287682072
27422,2,G,7,unbounded,48,48,2,3,43,3.761200116,0.029246222,0.029246222,0.11627907,0.11627907,0,0
33276,2,G,7,unbounded,30,45,5,4,43,3.761200116,0.095714858,0.012087199,0.302325581,0.046511628,-0.405465108,0.405465108
30369,2,G,7,unbounded,25,48,1,1,43,3.761200116,0.144189162,0.029246222,0.418604651,0.11627907,-0.652325186,0.652325186
31980,2,G,7,unbounded,40,45,2,3,43,3.761200116,0.019228081,0.012087199,0.069767442,0.046511628,-0.117783036,0.117783036
32249,2,G,7,unbounded,40,45,3,3,43,3.761200116,0.019228081,0.012087199,0.069767442,0.046511628,-0.117783036,0.117783036
34745,2,G,7,unbounded,50,45,6,8,43,3.761200116,0.040099671,0.012087199,0.162790698,0.046511628,0.105360516,0.105360516
29374,2,G,7,unbounded,70,45,4,4,43,3.761200116,0.129558415,0.012087199,0.627906977,0.046511628,0.441832752,0.441832752
28503,2,G,7,unbounded,40,48,3,2,43,3.761200116,0.019228081,0.029246222,0.069767442,0.11627907,-0.182321557,0.182321557
34167,2,G,7,unbounded,40,45,1,1,43,3.761200116,0.019228081,0.012087199,0.069767442,0.046511628,-0.117783036,0.117783036
29679,2,G,7,unbounded,40,40,5,3,43,3.761200116,0.019228081,0.019228081,0.069767442,0.069767442,0,0
27194,3,G,7,unbounded,66,66,1,3,43,3.761200116,0.113914339,0.113914339,0.534883721,0.534883721,0,0
34540,3,G,7,unbounded,53,53,8,8,43,3.761200116,0.055591777,0.055591777,0.23255814,0.23255814,0,0
34399,3,G,7,unbounded,36,65,3,3,43,3.761200116,0.047240554,0.109855137,0.162790698,0.511627907,-0.590868331,0.590868331
30575,3,G,7,unbounded,54,54,4,6,43,3.761200116,0.060561503,0.060561503,0.255813953,0.255813953,0,0
32149,3,G,7,unbounded,65,65,6,4,43,3.761200116,0.109855137,0.109855137,0.511627907,0.511627907,0,0
34706,3,G,7,unbounded,54,NA,4,NA,43,3.761200116,0.060561503,NA,0.255813953,NA,NA,NA
29136,3,G,7,unbounded,65,70,4,5,43,3.761200116,0.109855137,0.129558415,0.511627907,0.627906977,-0.074107972,0.074107972
31003,3,G,7,unbounded,60,66,5,6,43,3.761200116,0.088573975,0.113914339,0.395348837,0.534883721,-0.09531018,0.09531018
27502,4,G,7,unbounded,48,48,3,3,43,3.761200116,0.029246222,0.029246222,0.11627907,0.11627907,0,0
34441,4,G,7,unbounded,70,70,4,4,43,3.761200116,0.129558415,0.129558415,0.627906977,0.627906977,0,0
26783,4,G,7,unbounded,40,40,3,3,43,3.761200116,0.019228081,0.019228081,0.069767442,0.069767442,0,0
31122,4,G,7,unbounded,72,72,4,5,43,3.761200116,0.137048279,0.137048279,0.674418605,0.674418605,0,0
30782,4,G,7,unbounded,80,65,4,4,43,3.761200116,0.165060752,0.109855137,0.860465116,0.511627907,0.207639365,0.207639365
32418,4,G,7,unbounded,30,40,3,3,43,3.761200116,0.095714858,0.019228081,0.302325581,0.069767442,-0.287682072,0.287682072
30257,4,G,7,unbounded,40,36,5,8,43,3.761200116,0.019228081,0.047240554,0.069767442,0.162790698,0.105360516,0.105360516
34746,4,G,7,unbounded,48,65,2,2,43,3.761200116,0.029246222,0.109855137,0.11627907,0.511627907,-0.303186259,0.303186259
34718,5,G,7,unbounded,30,50,7,5,43,3.761200116,0.095714858,0.040099671,0.302325581,0.162790698,-0.510825624,0.510825624
31382,5,G,7,unbounded,72,48,9,5,43,3.761200116,0.137048279,0.029246222,0.674418605,0.11627907,0.405465108,0.405465108
33780,5,G,7,unbounded,43,47,4,6,43,3.761200116,0,0.023648698,0,0.093023256,-0.088947486,0.088947486
29727,5,G,7,unbounded,35,48,2,3,43,3.761200116,0.054730418,0.029246222,0.186046512,0.11627907,-0.315852949,0.315852949
34015,5,G,7,unbounded,53,52,3,5,43,3.761200116,0.055591777,0.050527384,0.23255814,0.209302326,0.019048195,0.019048195
34499,5,G,7,unbounded,48,48,2,2,43,3.761200116,0.029246222,0.029246222,0.11627907,0.11627907,0,0
31365,5,G,7,unbounded,1000,750,5,5,43,3.761200116,0.836582757,0.760095981,22.25581395,16.44186047,0.287682072,0.287682072
34566,5,G,7,unbounded,48,48,3,3,43,3.761200116,0.029246222,0.029246222,0.11627907,0.11627907,0,0
33922,5,G,7,unbounded,110,55,2,4,43,3.761200116,0.249728869,0.065440035,1.558139535,0.279069767,0.693147181,0.693147181
34704,5,G,7,unbounded,60,45,3,4,43,3.761200116,0.088573975,0.012087199,0.395348837,0.046511628,0.287682072,0.287682072
31569,13,G,7,unbounded,50,55,4,5,43,3.761200116,0.040099671,0.065440035,0.162790698,0.279069767,-0.09531018,0.09531018
29099,13,G,7,unbounded,40,60,2,2,43,3.761200116,0.019228081,0.088573975,0.069767442,0.395348837,-0.405465108,0.405465108
27471,13,G,7,unbounded,80,61,5,7,43,3.761200116,0.165060752,0.092968664,0.860465116,0.418604651,0.271152771,0.271152771
32676,13,G,7,unbounded,36,55,3,4,43,3.761200116,0.047240554,0.065440035,0.162790698,0.279069767,-0.423814247,0.423814247
34111,13,G,7,unbounded,120,72,3,4,43,3.761200116,0.272862809,0.137048279,1.790697674,0.674418605,0.510825624,0.510825624
32996,13,G,7,unbounded,48,60,4,3,43,3.761200116,0.029246222,0.088573975,0.11627907,0.395348837,-0.223143551,0.223143551
34805,13,G,7,unbounded,60,60,1,1,43,3.761200116,0.088573975,0.088573975,0.395348837,0.395348837,0,0
34660,13,G,7,unbounded,48,48,4,5,43,3.761200116,0.029246222,0.029246222,0.11627907,0.11627907,0,0
33180,13,G,7,unbounded,60,60,3,2,43,3.761200116,0.088573975,0.088573975,0.395348837,0.395348837,0,0
30828,14,G,7,unbounded,50,60,4,5,43,3.761200116,0.040099671,0.088573975,0.162790698,0.395348837,-0.182321557,0.182321557
28908,14,G,7,unbounded,60,50,5,5,43,3.761200116,0.088573975,0.040099671,0.395348837,0.162790698,0.182321557,0.182321557
25599,14,G,7,unbounded,60,60,6,5,43,3.761200116,0.088573975,0.088573975,0.395348837,0.395348837,0,0
34491,14,G,7,unbounded,100,52,4,5,43,3.761200116,0.224388505,0.050527384,1.325581395,0.209302326,0.653926467,0.653926467
34645,14,G,7,unbounded,60,60,4,4,43,3.761200116,0.088573975,0.088573975,0.395348837,0.395348837,0,0
29068,14,G,7,unbounded,48,52,5,6,43,3.761200116,0.029246222,0.050527384,0.11627907,0.209302326,-0.080042708,0.080042708
31526,14,G,7,unbounded,72,70,3,5,43,3.761200116,0.137048279,0.129558415,0.674418605,0.627906977,0.028170877,0.028170877
34582,14,G,7,unbounded,48,48,3,2,43,3.761200116,0.029246222,0.029246222,0.11627907,0.11627907,0,0
32810,17,G,7,unbounded,70,65,4,2,43,3.761200116,0.129558415,0.109855137,0.627906977,0.511627907,0.074107972,0.074107972
29908,17,G,7,unbounded,40,60,3,6,43,3.761200116,0.019228081,0.088573975,0.069767442,0.395348837,-0.405465108,0.405465108
27116,17,G,7,unbounded,1000,60,6,7,43,3.761200116,0.836582757,0.088573975,22.25581395,0.395348837,2.813410717,2.813410717
27181,17,G,7,unbounded,36,60,1,7,43,3.761200116,0.047240554,0.088573975,0.162790698,0.395348837,-0.510825624,0.510825624
33503,17,G,7,unbounded,60,60,7,0,43,3.761200116,0.088573975,0.088573975,0.395348837,0.395348837,0,0
34654,17,G,7,unbounded,50,60,4,2,43,3.761200116,0.040099671,0.088573975,0.162790698,0.395348837,-0.182321557,0.182321557
31917,17,G,7,unbounded,60,60,7,7,43,3.761200116,0.088573975,0.088573975,0.395348837,0.395348837,0,0
34666,17,G,7,unbounded,40,60,3,3,43,3.761200116,0.019228081,0.088573975,0.069767442,0.395348837,-0.405465108,0.405465108
31116,17,G,7,unbounded,50,60,2,5,43,3.761200116,0.040099671,0.088573975,0.162790698,0.395348837,-0.182321557,0.182321557
34800,17,G,7,unbounded,12,60,0,0,43,3.761200116,0.339331444,0.088573975,0.720930233,0.395348837,-1.609437912,1.609437912
30521,17,G,7,unbounded,NA,NA,NA,NA,43,3.761200116,NA,NA,NA,NA,NA,NA
711121,18,G,7,unbounded,48,66,4,6,43,3.761200116,0.029246222,0.113914339,0.11627907,0.534883721,-0.318453731,0.318453731
34773,18,G,7,unbounded,65,65,0,5,43,3.761200116,0.109855137,0.109855137,0.511627907,0.511627907,0,0
30270,18,G,7,unbounded,72,66,4,3,43,3.761200116,0.137048279,0.113914339,0.674418605,0.534883721,0.087011377,0.087011377
34362,18,G,7,unbounded,44,43,7,9,43,3.761200116,0.006112283,0,0.023255814,0,0.022989518,0.022989518
29717,18,G,7,unbounded,72,66,7,3,43,3.761200116,0.137048279,0.113914339,0.674418605,0.534883721,0.087011377,0.087011377
34633,18,G,7,unbounded,55,66,6,4,43,3.761200116,0.065440035,0.113914339,0.279069767,0.534883721,-0.182321557,0.182321557
29189,18,G,7,unbounded,42,66,2,2,43,3.761200116,0.006256114,0.113914339,0.023255814,0.534883721,-0.451985124,0.451985124
711122,18,G,7,unbounded,70,66,4,3,43,3.761200116,0.129558415,0.113914339,0.627906977,0.534883721,0.0588405,0.0588405
31741,18,G,7,unbounded,47,47,5,9,43,3.761200116,0.023648698,0.023648698,0.093023256,0.093023256,0,0
34604,18,G,7,unbounded,50,64,2,4,43,3.761200116,0.040099671,0.105732999,0.162790698,0.488372093,-0.246860078,0.246860078
34709,19,G,7,unbounded,42,60,2,5,43,3.761200116,0.006256114,0.088573975,0.023255814,0.395348837,-0.356674944,0.356674944
23629,19,G,7,unbounded,72,76,4,2,43,3.761200116,0.137048279,0.151423271,0.674418605,0.76744186,-0.054067221,0.054067221
34658,19,G,7,unbounded,400,72,3,2,43,3.761200116,0.592966171,0.137048279,8.302325581,0.674418605,1.714798428,1.714798428
32188,19,G,7,unbounded,72,75,5,3,43,3.761200116,0.137048279,0.147901728,0.674418605,0.744186047,-0.040821995,0.040821995
34653,19,G,7,unbounded,108,76,4,3,43,3.761200116,0.244850336,0.151423271,1.511627907,0.76744186,0.351397887,0.351397887
3472,19,G,7,unbounded,36,80,5,3,43,3.761200116,0.047240554,0.165060752,0.162790698,0.860465116,-0.798507696,0.798507696
711123,19,G,7,unbounded,48,79,3,3,43,3.761200116,0.029246222,0.161716398,0.11627907,0.837209302,-0.498246842,0.498246842
33570,19,G,7,unbounded,60,75,4,2,43,3.761200116,0.088573975,0.147901728,0.395348837,0.744186047,-0.223143551,0.223143551
34750,19,G,7,unbounded,50,80,3,4,43,3.761200116,0.040099671,0.165060752,0.162790698,0.860465116,-0.470003629,0.470003629
34559,1,G,8,unbounded,300,340,2,2,236,5.463831805,0.043916189,0.066823765,0.271186441,0.440677966,-0.125163143,0.125163143
34682,1,G,8,unbounded,340,333,7,5,236,5.463831805,0.066823765,0.06301634,0.440677966,0.411016949,0.020803128,0.020803128
34700,1,G,8,unbounded,300,301,3,3,236,5.463831805,0.043916189,0.044525247,0.271186441,0.275423729,-0.00332779,0.00332779
33524,1,G,8,unbounded,300,300,5,7,236,5.463831805,0.043916189,0.043916189,0.271186441,0.271186441,0,0
29541,1,G,8,unbounded,180,300,3,2,236,5.463831805,0.049576005,0.043916189,0.237288136,0.271186441,-0.510825624,0.510825624
31607,1,G,8,unbounded,500,340,0,5,236,5.463831805,0.137408383,0.066823765,1.118644068,0.440677966,0.385662481,0.385662481
34691,1,G,8,unbounded,170,265,2,2,236,5.463831805,0.060037238,0.021211857,0.279661017,0.122881356,-0.443931389,0.443931389
27503,1,G,8,unbounded,350,350,2,2,236,5.463831805,0.072129114,0.072129114,0.483050847,0.483050847,0,0
29077,1,G,8,unbounded,100,350,3,3,236,5.463831805,0.157153743,0.072129114,0.576271186,0.483050847,-1.252762968,1.252762968
26671,1,G,8,unbounded,200,300,1,2,236,5.463831805,0.03029274,0.043916189,0.152542373,0.271186441,-0.405465108,0.405465108
27422,2,G,8,unbounded,100,350,3,3,236,5.463831805,0.157153743,0.072129114,0.576271186,0.483050847,-1.252762968,1.252762968
33276,2,G,8,unbounded,280,350,4,4,236,5.463831805,0.031288994,0.072129114,0.186440678,0.483050847,-0.223143551,0.223143551
30369,2,G,8,unbounded,115,450,1,1,236,5.463831805,0.131574269,0.118125118,0.512711864,0.906779661,-1.364315454,1.364315454
31980,2,G,8,unbounded,500,350,2,3,236,5.463831805,0.137408383,0.072129114,1.118644068,0.483050847,0.356674944,0.356674944
32249,2,G,8,unbounded,300,400,3,3,236,5.463831805,0.043916189,0.096568262,0.271186441,0.694915254,-0.287682072,0.287682072
34745,2,G,8,unbounded,450,350,7,6,236,5.463831805,0.118125118,0.072129114,0.906779661,0.483050847,0.251314428,0.251314428
29374,2,G,8,unbounded,200,300,4,2,236,5.463831805,0.03029274,0.043916189,0.152542373,0.271186441,-0.405465108,0.405465108
28503,2,G,8,unbounded,620,369,2,1,236,5.463831805,0.176778442,0.081804282,1.627118644,0.563559322,0.518922834,0.518922834
34167,2,G,8,unbounded,200,450,3,0,236,5.463831805,0.03029274,0.118125118,0.152542373,0.906779661,-0.810930216,0.810930216
29679,2,G,8,unbounded,120,200,4,5,236,5.463831805,0.123784934,0.03029274,0.491525424,0.152542373,-0.510825624,0.510825624
27194,3,G,8,unbounded,240,250,1,0,236,5.463831805,0.003076068,0.01054738,0.016949153,0.059322034,-0.040821995,0.040821995
34540,3,G,8,unbounded,360,280,8,8,236,5.463831805,0.077284997,0.031288994,0.525423729,0.186440678,0.251314428,0.251314428
34399,3,G,8,unbounded,300,300,3,3,236,5.463831805,0.043916189,0.043916189,0.271186441,0.271186441,0,0
30575,3,G,8,unbounded,200,240,6,5,236,5.463831805,0.03029274,0.003076068,0.152542373,0.016949153,-0.182321557,0.182321557
32149,3,G,8,unbounded,250,250,2,4,236,5.463831805,0.01054738,0.01054738,0.059322034,0.059322034,0,0
34706,3,G,8,unbounded,250,225,3,6,236,5.463831805,0.01054738,0.008735884,0.059322034,0.046610169,0.105360516,0.105360516
29136,3,G,8,unbounded,200,240,2,6,236,5.463831805,0.03029274,0.003076068,0.152542373,0.016949153,-0.182321557,0.182321557
31003,3,G,8,unbounded,500,240,3,3,236,5.463831805,0.137408383,0.003076068,1.118644068,0.016949153,0.733969175,0.733969175
27502,4,G,8,unbounded,275,250,3,0,236,5.463831805,0.027991215,0.01054738,0.165254237,0.059322034,0.09531018,0.09531018
34441,4,G,8,unbounded,120,400,3,2,236,5.463831805,0.123784934,0.096568262,0.491525424,0.694915254,-1.203972804,1.203972804
26783,4,G,8,unbounded,200,225,3,3,236,5.463831805,0.03029274,0.008735884,0.152542373,0.046610169,-0.117783036,0.117783036
31122,4,G,8,unbounded,400,250,2,2,236,5.463831805,0.096568262,0.01054738,0.694915254,0.059322034,0.470003629,0.470003629
30782,4,G,8,unbounded,180,225,2,5,236,5.463831805,0.049576005,0.008735884,0.237288136,0.046610169,-0.223143551,0.223143551
32418,4,G,8,unbounded,200,230,3,3,236,5.463831805,0.03029274,0.004713267,0.152542373,0.025423729,-0.139761942,0.139761942
30257,4,G,8,unbounded,200,220,5,6,236,5.463831805,0.03029274,0.012848906,0.152542373,0.06779661,-0.09531018,0.09531018
34746,4,G,8,unbounded,350,225,3,3,236,5.463831805,0.072129114,0.008735884,0.483050847,0.046610169,0.441832752,0.441832752
34718,5,G,8,unbounded,300,300,6,3,236,5.463831805,0.043916189,0.043916189,0.271186441,0.271186441,0,0
31382,5,G,8,unbounded,200,350,1,2,236,5.463831805,0.03029274,0.072129114,0.152542373,0.483050847,-0.559615788,0.559615788
33780,5,G,8,unbounded,130,200,5,6,236,5.463831805,0.109135379,0.03029274,0.449152542,0.152542373,-0.430782916,0.430782916
29727,5,G,8,unbounded,225,400,4,4,236,5.463831805,0.008735884,0.096568262,0.046610169,0.694915254,-0.575364145,0.575364145
34015,5,G,8,unbounded,140,350,6,5,236,5.463831805,0.095572009,0.072129114,0.406779661,0.483050847,-0.916290732,0.916290732
34499,5,G,8,unbounded,300,325,1,2,236,5.463831805,0.043916189,0.058565744,0.271186441,0.377118644,-0.080042708,0.080042708
31365,5,G,8,unbounded,500,500,5,5,236,5.463831805,0.137408383,0.137408383,1.118644068,1.118644068,0,0
34566,5,G,8,unbounded,40,300,2,5,236,5.463831805,0.324854866,0.043916189,0.830508475,0.271186441,-2.014903021,2.014903021
33922,5,G,8,unbounded,200,300,4,4,236,5.463831805,0.03029274,0.043916189,0.152542373,0.271186441,-0.405465108,0.405465108
34704,5,G,8,unbounded,600,350,4,4,236,5.463831805,0.170777191,0.072129114,1.542372881,0.483050847,0.538996501,0.538996501
31569,13,G,8,unbounded,400,325,4,5,236,5.463831805,0.096568262,0.058565744,0.694915254,0.377118644,0.207639365,0.207639365
29099,13,G,8,unbounded,140,250,0,3,236,5.463831805,0.095572009,0.01054738,0.406779661,0.059322034,-0.579818495,0.579818495
27471,13,G,8,unbounded,240,250,7,6,236,5.463831805,0.003076068,0.01054738,0.016949153,0.059322034,-0.040821995,0.040821995
32676,13,G,8,unbounded,150,245,3,3,236,5.463831805,0.082944814,0.006849846,0.36440678,0.038135593,-0.490622916,0.490622916
34111,13,G,8,unbounded,300,250,6,5,236,5.463831805,0.043916189,0.01054738,0.271186441,0.059322034,0.182321557,0.182321557
32996,13,G,8,unbounded,400,250,2,0,236,5.463831805,0.096568262,0.01054738,0.694915254,0.059322034,0.470003629,0.470003629
34805,13,G,8,unbounded,160,250,2,2,236,5.463831805,0.071132861,0.01054738,0.322033898,0.059322034,-0.446287103,0.446287103
34660,13,G,8,unbounded,150,180,3,5,236,5.463831805,0.082944814,0.049576005,0.36440678,0.237288136,-0.182321557,0.182321557
33180,13,G,8,unbounded,200,250,3,3,236,5.463831805,0.03029274,0.01054738,0.152542373,0.059322034,-0.223143551,0.223143551
30828,14,G,8,unbounded,200,250,4,7,236,5.463831805,0.03029274,0.01054738,0.152542373,0.059322034,-0.223143551,0.223143551
28908,14,G,8,unbounded,0.4,250,7,7,236,5.463831805,1.167701123,0.01054738,0.998305085,0.059322034,-6.43775165,6.43775165
25599,14,G,8,unbounded,350,300,6,6,236,5.463831805,0.072129114,0.043916189,0.483050847,0.271186441,0.15415068,0.15415068
34491,14,G,8,unbounded,100,300,3,3,236,5.463831805,0.157153743,0.043916189,0.576271186,0.271186441,-1.098612289,1.098612289
34645,14,G,8,unbounded,200,300,4,4,236,5.463831805,0.03029274,0.043916189,0.152542373,0.271186441,-0.405465108,0.405465108
29068,14,G,8,unbounded,180,270,4,7,236,5.463831805,0.049576005,0.024632924,0.237288136,0.144067797,-0.405465108,0.405465108
31526,14,G,8,unbounded,200,200,4,5,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
34582,14,G,8,unbounded,200,200,5,5,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
32810,17,G,8,unbounded,200,200,4,4,236,5.463831805,0.03029274,0.03029274,0.152542373,0.152542373,0,0
29908,17,G,8,unbounded,180,184,3,5,236,5.463831805,0.049576005,0.045553387,0.237288136,0.220338983,-0.021978907,0.021978907
27116,17,G,8,unbounded,400,200,6,5,236,5.463831805,0.096568262,0.03029274,0.694915254,0.152542373,0.693147181,0.693147181
27181,17,G,8,unbounded,200,180,4,6,236,5.463831805,0.03029274,0.049576005,0.152542373,0.237288136,0.105360516,0.105360516
33503,17,G,8,unbounded,175,180,7,0,236,5.463831805,0.054731888,0.049576005,0.258474576,0.237288136,-0.028170877,0.028170877
34654,17,G,8,unbounded,160,190,4,6,236,5.463831805,0.071132861,0.039680528,0.322033898,0.194915254,-0.171850257,0.171850257
31917,17,G,8,unbounded,200,190,4,4,236,5.463831805,0.03029274,0.039680528,0.152542373,0.194915254,0.051293294,0.051293294
34666,17,G,8,unbounded,1337,200,0,3,236,5.463831805,0.317424078,0.03029274,4.665254237,0.152542373,1.899866211,1.899866211
31116,17,G,8,unbounded,150,185,1,5,236,5.463831805,0.082944814,0.044561397,0.36440678,0.216101695,-0.209720531,0.209720531
34800,17,G,8,unbounded,50,190,0,0,236,5.463831805,0.284014746,0.039680528,0.788135593,0.194915254,-1.335001067,1.335001067
30521,17,G,8,unbounded,NA,NA,NA,NA,236,5.463831805,NA,NA,NA,NA,NA,NA
711121,18,G,8,unbounded,373,320,8,7,236,5.463831805,0.083777582,0.055728141,0.580508475,0.355932203,0.153257424,0.153257424
34773,18,G,8,unbounded,100,300,0,0,236,5.463831805,0.157153743,0.043916189,0.576271186,0.271186441,-1.098612289,1.098612289
30270,18,G,8,unbounded,200,300,4,3,236,5.463831805,0.03029274,0.043916189,0.152542373,0.271186441,-0.405465108,0.405465108
34362,18,G,8,unbounded,225,260,6,8,236,5.463831805,0.008735884,0.017725624,0.046610169,0.101694915,-0.144581229,0.144581229
29717,18,G,8,unbounded,200,300,4,0,236,5.463831805,0.03029274,0.043916189,0.152542373,0.271186441,-0.405465108,0.405465108
34633,18,G,8,unbounded,350,350,2,3,236,5.463831805,0.072129114,0.072129114,0.483050847,0.483050847,0,0
29189,18,G,8,unbounded,120,300,2,2,236,5.463831805,0.123784934,0.043916189,0.491525424,0.271186441,-0.916290732,0.916290732
711122,18,G,8,unbounded,400,300,5,3,236,5.463831805,0.096568262,0.043916189,0.694915254,0.271186441,0.287682072,0.287682072
31741,18,G,8,unbounded,350,350,3,9,236,5.463831805,0.072129114,0.072129114,0.483050847,0.483050847,0,0
34604,18,G,8,unbounded,120,300,3,3,236,5.463831805,0.123784934,0.043916189,0.491525424,0.271186441,-0.916290732,0.916290732
34709,19,G,8,unbounded,100,200,0,3,236,5.463831805,0.157153743,0.03029274,0.576271186,0.152542373,-0.693147181,0.693147181
23629,19,G,8,unbounded,300,375,4,3,236,5.463831805,0.043916189,0.08475631,0.271186441,0.588983051,-0.223143551,0.223143551
34658,19,G,8,unbounded,70,200,1,2,236,5.463831805,0.222433012,0.03029274,0.703389831,0.152542373,-1.049822124,1.049822124
32188,19,G,8,unbounded,350,400,4,3,236,5.463831805,0.072129114,0.096568262,0.483050847,0.694915254,-0.133531393,0.133531393
34653,19,G,8,unbounded,140,450,2,2,236,5.463831805,0.095572009,0.118125118,0.406779661,0.906779661,-1.16760516,1.16760516
3472,19,G,8,unbounded,1000,500,7,2,236,5.463831805,0.264269386,0.137408383,3.237288136,1.118644068,0.693147181,0.693147181
711123,19,G,8,unbounded,62,375,3,2,236,5.463831805,0.244644687,0.08475631,0.737288136,0.588983051,-1.799791641,1.799791641
33570,19,G,8,unbounded,100,500,4,4,236,5.463831805,0.157153743,0.137408383,0.576271186,1.118644068,-1.609437912,1.609437912
34750,19,G,8,unbounded,100,450,2,3,236,5.463831805,0.157153743,0.118125118,0.576271186,0.906779661,-1.504077397,1.504077397
34559,1,G,9,percentage,50,50,2,4,16.4,2.797281335,2.048780488,2.048780488,2.048780488,2.048780488,0,0
34682,1,G,9,percentage,18,18,5,8,16.4,2.797281335,0.097560976,0.097560976,0.097560976,0.097560976,0,0
34700,1,G,9,percentage,73,39,5,3,16.4,2.797281335,3.451219512,1.37804878,3.451219512,1.37804878,0.626897795,0.626897795
33524,1,G,9,percentage,25,35,3,5,16.4,2.797281335,0.524390244,1.134146341,0.524390244,1.134146341,-0.336472237,0.336472237
29541,1,G,9,percentage,30,35,2,2,16.4,2.797281335,0.829268293,1.134146341,0.829268293,1.134146341,-0.15415068,0.15415068
31607,1,G,9,percentage,50,40,3,3,16.4,2.797281335,2.048780488,1.43902439,2.048780488,1.43902439,0.223143551,0.223143551
34691,1,G,9,percentage,20,15,1,6,16.4,2.797281335,0.219512195,0.085365854,0.219512195,0.085365854,0.287682072,0.287682072
27503,1,G,9,percentage,25,25,1,0,16.4,2.797281335,0.524390244,0.524390244,0.524390244,0.524390244,0,0
29077,1,G,9,percentage,15,15,6,6,16.4,2.797281335,0.085365854,0.085365854,0.085365854,0.085365854,0,0
26671,1,G,9,percentage,40,40,5,5,16.4,2.797281335,1.43902439,1.43902439,1.43902439,1.43902439,0,0
27422,2,G,9,percentage,15,35,3,3,16.4,2.797281335,0.085365854,1.134146341,0.085365854,1.134146341,-0.84729786,0.84729786
33276,2,G,9,percentage,50,42,4,3,16.4,2.797281335,2.048780488,1.56097561,2.048780488,1.56097561,0.174353387,0.174353387
30369,2,G,9,percentage,35,47,2,2,16.4,2.797281335,1.134146341,1.865853659,1.134146341,1.865853659,-0.29479954,0.29479954
31980,2,G,9,percentage,31,40,3,4,16.4,2.797281335,0.890243902,1.43902439,0.890243902,1.43902439,-0.25489225,0.25489225
32249,2,G,9,percentage,30,42,3,2,16.4,2.797281335,0.829268293,1.56097561,0.829268293,1.56097561,-0.336472237,0.336472237
34745,2,G,9,percentage,40,38,5,3,16.4,2.797281335,1.43902439,1.317073171,1.43902439,1.317073171,0.051293294,0.051293294
29374,2,G,9,percentage,30,40,3,3,16.4,2.797281335,0.829268293,1.43902439,0.829268293,1.43902439,-0.287682072,0.287682072
28503,2,G,9,percentage,41,43,3,4,16.4,2.797281335,1.5,1.62195122,1.5,1.62195122,-0.047628049,0.047628049
34167,2,G,9,percentage,15,40,1,0,16.4,2.797281335,0.085365854,1.43902439,0.085365854,1.43902439,-0.980829253,0.980829253
29679,2,G,9,percentage,25,25,5,7,16.4,2.797281335,0.524390244,0.524390244,0.524390244,0.524390244,0,0
27194,3,G,9,percentage,70,39,3,0,16.4,2.797281335,3.268292683,1.37804878,3.268292683,1.37804878,0.584933596,0.584933596
34540,3,G,9,percentage,60,35,5,8,16.4,2.797281335,2.658536585,1.134146341,2.658536585,1.134146341,0.538996501,0.538996501
34399,3,G,9,percentage,15,39,3,1,16.4,2.797281335,0.085365854,1.37804878,0.085365854,1.37804878,-0.955511445,0.955511445
30575,3,G,9,percentage,40,39,4,2,16.4,2.797281335,1.43902439,1.37804878,1.43902439,1.37804878,0.025317808,0.025317808
32149,3,G,9,percentage,39,38,2,3,16.4,2.797281335,1.37804878,1.317073171,1.37804878,1.317073171,0.025975486,0.025975486
34706,3,G,9,percentage,8,39,6,1,16.4,2.797281335,0.512195122,1.37804878,0.512195122,1.37804878,-1.584120104,1.584120104
29136,3,G,9,percentage,40,39,2,3,16.4,2.797281335,1.43902439,1.37804878,1.43902439,1.37804878,0.025317808,0.025317808
31003,3,G,9,percentage,40,39,4,0,16.4,2.797281335,1.43902439,1.37804878,1.43902439,1.37804878,0.025317808,0.025317808
27502,4,G,9,percentage,32,22,4,0,16.4,2.797281335,0.951219512,0.341463415,0.951219512,0.341463415,0.374693449,0.374693449
34441,4,G,9,percentage,50,25,5,5,16.4,2.797281335,2.048780488,0.524390244,2.048780488,0.524390244,0.693147181,0.693147181
26783,4,G,9,percentage,40,22,3,3,16.4,2.797281335,1.43902439,0.341463415,1.43902439,0.341463415,0.597837001,0.597837001
31122,4,G,9,percentage,40,30,4,4,16.4,2.797281335,1.43902439,0.829268293,1.43902439,0.829268293,0.287682072,0.287682072
30782,4,G,9,percentage,20,20,1,7,16.4,2.797281335,0.219512195,0.219512195,0.219512195,0.219512195,0,0
32418,4,G,9,percentage,35,30,4,3,16.4,2.797281335,1.134146341,0.829268293,1.134146341,0.829268293,0.15415068,0.15415068
